categorias,tokens,etiquetas
Year-End,"['request', 'could', 'pleas', 'provid', 'copi']",4
Year-End,"['person', 'vehicl', 'mileag', 'person', 'use', 'taxabl', 'benefit', 'contact', 'set', 'dollar', 'month', 'taxabl', 'benefit', 'person', 'use', 'mileag', 'person', 'use', 'never', 'set', 'origin', 'thank', 'manag', 'fulk', 'hayfield', 'aggreg', 'industri', 'mid', 'atlant', 'region', 'tidewat', 'fredericksburg', 'phone', 'cell', 'email', 'www', 'aggreg', 'com', 'member', 'holcim', 'group', 'mail', 'confidenti', 'intend', 'use', 'name', 'addresse', 'receiv', 'mail', 'pleas', 'delet', 'immedi', 'notifi', 'mail', 'telephon', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",4
Year-End,"['taxabl', 'less', 'team', 'call', 'believ', 'taxabl', 'earn', 'compar', 'earn', 'even', 'hire', 'want', 'make', 'sure', 'withheld', 'right', 'amount', 'reflect', 'correct', 'data', 'could', 'pleas', 'check', 'doubl', 'check', 'thank', 'email']",4
Year-End,"['fwd', 'hire', 'kleb', 'process', 'attach', 'forward', 'messag', 'date', 'subject', 'hire', 'kleb', 'mylif', 'pleas', 'open', 'attach', 'document', 'sent', 'xerox', 'multifunct', 'printer', 'manag', 'lafargeholcim', 'cell', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",4
Year-End,"['call', 'today', 'ask', 'doubl', 'check', 'address', 'correct', 'ofer', 'send', 'copi', 'email', 'email']",4
Year-End,"['call', 'ask', 'copi', 'send', 'email']",4
Year-End,"['xxx', 'xxx', 'call', 'today', 'ask', 'copi', 'email']",4
Year-End,"['pend', 'email']",4
Year-End,"['call', 'today', 'ask', 'explain', 'receiv', 'doubl', 'check', 'address', 'correct', 'nevertheless', 'ofer', 'digit', 'copi', 'agre', 'email']",4
Year-End,"['call', 'today', 'ask', 'receiv', 'yet', 'verifi', 'system', 'issu', 'doubl', 'check', 'address', 'employe', 'set', 'correct', 'offer', 'send', 'copi', 'email', 'told', 'use', 'email', 'explain', 'could', 'differ', 'altern', 'must', 'wait', 'end', 'month', 'receiv']",4
Year-End,"['request', 'could', 'pleas', 'send', 'copi', 'direct', 'email', 'address']",4
Year-End,"['carloz', 'morn', 'receiv', 'yet', 'former', 'employe', 'could', 'pleas', 'email', 'resend', 'home', 'address', 'meisterwood', 'thank', 'offic', 'manag', 'materi', 'corp', 'member', 'lafargeholcim', 'inc', 'stuebner', 'cell', 'email', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",4
Year-End,"['request', 'name', 'verifi', 'ssn', 'verifi', 'dob', 'phone', 'number', 'email', 'address', 'request', 'request', 'research', 'sap', 'resolut', 'send', 'addit', 'info']",4
Year-End,"['request', 'request', 'could', 'pleas', 'send', 'back', 'person', 'email', 'address']",4
Year-End,"['call', 'today', 'ask', 'copi', 'sent', 'email', 'saw', 'colleagu', 'alreadi', 'sent', 'anoth', 'ticket', 'nevertheless', 'typo', 'email', 'address', 'send']",4
Year-End,"['call', 'ask', 'email']",4
Year-End,"['call', 'today', 'ask', 'arriv', 'explain', 'sent', 'moment', 'copi', 'sent', 'email', 'insist', 'want', 'copi', 'wait', 'arriv', 'doubl', 'check', 'address', 'set', 'correct']",4
Year-End,"['request', 'could', 'pleas', 'provid', 'copi']",4
Year-End,"['call', 'today', 'copi', 'email']",4
Year-End,"['employe', 'tax', 'question', 'name', 'ssn', 'dob', 'phone', 'number', 'email', 'activ', 'employe', 'would', 'like', 'get', 'help', 'regard', 'tax', 'question', 'regard', 'payment', 'give', 'research', 'sap', 'resolut', 'recommend', 'send', 'email', 'order', 'quit', 'clear', 'avoid', 'misunderstand', 'addit', 'info', 'moment']",4
Year-End,"['incorrect', 'address', 'call', 'state', 'employe', 'move', 'show', 'old', 'address', 'recommend', 'send', 'email', 'order', 'escal']",4
Year-End,"['employe', 'request', 'digit', 'copi', 'well', 'month', 'stub', 'sent', 'email', 'address', 'thank', 'much', 'help', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",4
Year-End,"['cont', 'form', 'need', 'year', 'end', 'morn', 'need', 'copi', 'form', 'pleas', 'scan', 'copi', 'thank', 'much', 'payrol', 'specialist', 'aggreg', 'industri', 'broadway', 'saugus', 'phone', 'fax', 'number', 'email', 'www', 'aggreg', 'com', 'member', 'lafargeholcim', 'group', 'mail', 'confidenti', 'intend', 'use', 'name', 'addresse', 'receiv', 'mail', 'pleas', 'delet', 'immedi', 'notifi', 'mail', 'telephon', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",4
Year-End,"['team', 'receiv', 'pay', 'benefit', 'year', 'benefit', 'basic', 'life', 'spend', 'acc', 'want', 'tax', 'use', 'benefit', 'sinc', 'stop', 'work', 'pleas', 'investig', 'notifi', 'amend', 'correct', 'situat', 'mani', 'thank']",4
Year-End,"['social', 'secur', 'number', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",4
Year-End,"['call', 'copi', 'email']",4
Year-End,"['request', 'could', 'pleas', 'send', 'copi', 'direct', 'email', 'address']",4
Year-End,"['next', 'payment', 'call', 'today', 'ask', 'copi', 'mail', 'home', 'address', 'address', 'check', 'modifi', 'set', 'stub', 'mail', 'address', 'inform', 'net', 'payment']",4
Year-End,"['xxx', 'xxx', 'call', 'today', 'ask', 'copi', 'sent', 'email']",4
Year-End,"['messag', 'anyth', 'adp', 'penalti', 'thank', 'tue', 'report', 'write', 'hello', 'send', 'adp', 'keep', 'inform', 'paid', 'resolv', 'thank', 'report', 'year', 'end', 'team', 'hire', 'retir', 'lafargeholcim', 'america', 'busi', 'servic', 'ab', 'carrera', 'piso', 'medel', 'colombia', 'pleas', 'direct', 'inquiri', 'www', 'ab', 'com', 'http', 'www', 'ab', 'com', 'tue', 'write', 'get', 'assist', 'attach', 'appear', 'penalti', 'relat', 'busi', 'tax', 'return', 'receiv', 'need', 'get', 'paid', 'thank', 'forward', 'messag', 'date', 'subject', 'messag', 'credit', 'manag', 'teco', 'vega', 'direct', 'cell', 'fax', 'mail', 'www', 'lafargeholcim', 'http', 'www', 'lafargeholcim', 'visit', 'custom', 'portal', 'directaport', 'com', 'http', 'directaport', 'com', 'view', 'statement', 'retriev', 'invoic', 'ticket', 'copi', 'make', 'payment', 'onlin', 'member', 'holcim', 'group', 'mail', 'confidenti', 'intend', 'use', 'name', 'addresse', 'receiv', 'mail', 'pleas', 'delet', 'immedi', 'notifi', 'mail', 'telephon', 'credit', 'manag', 'teco', 'vega', 'direct', 'cell', 'fax', 'mail', 'www', 'lafargeholcim', 'http', 'www', 'lafargeholcim', 'visit', 'custom', 'portal', 'directaport', 'com', 'http', 'directaport', 'com', 'view', 'statement', 'retriev', 'invoic', 'ticket', 'copi', 'make', 'payment', 'onlin', 'member', 'holcim', 'group', 'mail', 'confidenti', 'intend', 'use', 'name', 'addresse', 'receiv', 'mail', 'pleas', 'delet', 'immedi', 'notifi', 'mail', 'telephon', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",4
Year-End,"['receiv', 'via', 'mail', 'hello', 'could', 'pleas', 'email', 'thank']",4
Year-End,"['team', 'receiv', 'pay', 'benefit', 'year', 'benefit', 'basic', 'life', 'spend', 'acc', 'want', 'tax', 'use', 'benefit', 'sinc', 'stop', 'work', 'pleas', 'investig', 'notifi', 'amend', 'correct', 'situat', 'mani', 'thank']",4
Year-End,"['request', 'could', 'pleas', 'send', 'copi']",4
Year-End,"['call', 'today', 'ask', 'copi', 'email', 'address', 'appt']",4
Year-End,"['tax', 'issu', 'afternoon', 'move', 'howev', 'tax', 'reflect', 'anyth', 'do', 'correct', 'tax', 'thank', 'resourc', 'busi', 'partner', 'lafargeholcim', 'bryn', 'mawr', 'avenu', 'suit', 'chicago', 'illinoi', 'offic', 'mobil', 'www', 'lafargeholcim', 'http', 'www', 'lafargeholcim', 'com', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",4
Year-End,"['question', 'current', 'ltd', 'call', 'today', 'state', 'receiv', 'form', 'amount', 'understand', 'first', 'one', 'second', 'one', 'want', 'know', 'mean', 'part', 'retir', 'amount', 'found', 'also', 'want', 'know', 'much', 'go', 'defer']",4
Year-End,"['feb', 'paystub', 'request', 'could', 'pleas', 'provid', 'copi', 'paystub', 'feb', 'tri', 'download', 'via', 'fiori', 'contact', 'info']",4
Year-End,"['team', 'receiv', 'pay', 'benefit', 'year', 'benefit', 'basic', 'life', 'spend', 'acc', 'want', 'tax', 'use', 'benefit', 'sinc', 'stop', 'work', 'pleas', 'investig', 'notifi', 'amend', 'correct', 'situat', 'mani', 'thank']",4
Year-End,"['cont', 'form', 'need', 'year', 'end', 'morn', 'need', 'copi', 'form', 'pleas', 'scan', 'copi', 'thank', 'much', 'payrol', 'specialist', 'aggreg', 'industri', 'broadway', 'saugus', 'phone', 'fax', 'number', 'email', 'www', 'aggreg', 'com', 'member', 'lafargeholcim', 'group', 'mail', 'confidenti', 'intend', 'use', 'name', 'addresse', 'receiv', 'mail', 'pleas', 'delet', 'immedi', 'notifi', 'mail', 'telephon', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",4
Year-End,"['fwd', 'hire', 'kleb', 'process', 'attach', 'forward', 'messag', 'date', 'subject', 'hire', 'kleb', 'mylif', 'pleas', 'open', 'attach', 'document', 'sent', 'xerox', 'multifunct', 'printer', 'manag', 'lafargeholcim', 'cell', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",4
Year-End,"['scan', 'op', 'center', 'alpena', 'pleas', 'open', 'attach', 'document', 'sent', 'xerox', 'multifunct', 'printer', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",4
Year-End,"['name', 'dob', 'phone', 'number', 'email', 'tax', 'return', 'research', 'found', 'task', 'resolut', 'contact', 'analyst', 'let', 'know', 'correct', 'email', 'addit', 'info', 'moment']",4
Year-End,"['request', 'want', 'get', 'wait', 'come', 'offic', 'creat', 'anoth', 'request', 'verifi', 'address', 'make', 'sure', 'get', 'possibl']",4
Year-End,"['oew', 'report', 'form', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",4
Year-End,"['hello', 'previous', 'employ', 'lafargeholcom', 'back', 'seem', 'misplac', 'could', 'send', 'document', 'let', 'know', 'requir', 'action', 'end', 'thank', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",4
Year-End,"['call', 'today', 'ask', 'receiv', 'yet', 'verifi', 'address', 'set', 'correct', 'send', 'copi', 'email']",4
Year-End,"['request', 'morn', 'pleas', 'email', 'never', 'receiv', 'thank']",4
Year-End,"['call', 'copi', 'email']",4
Year-End,"['request', 'could', 'pleas', 'provid', 'copi']",4
Year-End,"['request', 'request', 'send', 'copi', 'pdf', 'format', 'sinc', 'open', 'one', 'alreadi', 'sent', 'task', 'could', 'pleas', 'request', 'pdf', 'format', 'copi', 'sent']",4
Year-End,"['canada', 'employe', 'work', 'home', 'canada', 'pandem', 'stay', 'month', 'month', 'canada', 'show', 'usd', 'total', 'incom', 'base', 'incom', 'tax', 'return', 'document', 'generat', 'pwc', 'usd', 'month', 'declar', 'total', 'incom', 'need', 'tax', 'usd', 'month', 'consid', 'incom', 'canada', 'work', 'home', 'canada', 'today', 'receiv', 'canada', 'employ', 'incom', 'valu', 'show', 'cdn', 'suppos', 'usd', 'currenc', 'know', 'calcul', 'understand', 'currenc', 'convers', 'need', 'follow', 'know', 'inform', 'find', 'thank', 'regard', 'mechan', 'engin', 'lafargeholcim', 'cip', 'arbor', 'dunde', 'mobil', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",4
Year-End,"['need', 'mylif', 'hello', 'receiv', 'would', 'possibl', 'email', 'copi', 'copi', 'email', 'manual', 'print', 'work', 'thank', 'administr', 'assist', 'asphalt', 'plant', 'distel', 'aggreg', 'industri', 'broadway', 'unit', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",4
Year-End,"['request', 'could', 'pleas', 'send', 'via', 'email']",4
Year-End,"['messag', 'anyth', 'adp', 'penalti', 'thank', 'tue', 'report', 'write', 'hello', 'send', 'adp', 'keep', 'inform', 'paid', 'resolv', 'thank', 'report', 'year', 'end', 'team', 'hire', 'retir', 'lafargeholcim', 'america', 'busi', 'servic', 'ab', 'carrera', 'piso', 'medel', 'colombia', 'pleas', 'direct', 'inquiri', 'www', 'ab', 'com', 'http', 'www', 'ab', 'com', 'tue', 'write', 'get', 'assist', 'attach', 'appear', 'penalti', 'relat', 'busi', 'tax', 'return', 'receiv', 'need', 'get', 'paid', 'thank', 'forward', 'messag', 'date', 'subject', 'messag', 'credit', 'manag', 'teco', 'vega', 'direct', 'cell', 'fax', 'mail', 'www', 'lafargeholcim', 'http', 'www', 'lafargeholcim', 'visit', 'custom', 'portal', 'directaport', 'com', 'http', 'directaport', 'com', 'view', 'statement', 'retriev', 'invoic', 'ticket', 'copi', 'make', 'payment', 'onlin', 'member', 'holcim', 'group', 'mail', 'confidenti', 'intend', 'use', 'name', 'addresse', 'receiv', 'mail', 'pleas', 'delet', 'immedi', 'notifi', 'mail', 'telephon', 'credit', 'manag', 'teco', 'vega', 'direct', 'cell', 'fax', 'mail', 'www', 'lafargeholcim', 'http', 'www', 'lafargeholcim', 'visit', 'custom', 'portal', 'directaport', 'com', 'http', 'directaport', 'com', 'view', 'statement', 'retriev', 'invoic', 'ticket', 'copi', 'make', 'payment', 'onlin', 'member', 'holcim', 'group', 'mail', 'confidenti', 'intend', 'use', 'name', 'addresse', 'receiv', 'mail', 'pleas', 'delet', 'immedi', 'notifi', 'mail', 'telephon', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",4
Year-End,"['request', 'could', 'pleas', 'mail', 'follow', 'address', 'castrovill', 'forney', 'email', 'address', 'could', 'receiv']",4
Year-End,"['call', 'today', 'ask', 'receiv', 'yet', 'verifi', 'system', 'issu', 'doubl', 'check', 'address', 'employe', 'set', 'correct', 'offer', 'send', 'copi', 'email', 'told', 'use', 'email', 'explain', 'could', 'differ', 'altern', 'must', 'wait', 'end', 'month', 'receiv']",4
Year-End,"['call', 'today', 'ask', 'doubl', 'check', 'address', 'correct', 'ofer', 'send', 'copi', 'email', 'email']",4
Year-End,"['requir', 'need', 'send', 'copi', 'could', 'pleas', 'send']",4
Year-End,"['call', 'today', 'ask', 'copi', 'sent', 'email', 'saw', 'colleagu', 'alreadi', 'sent', 'anoth', 'ticket', 'nevertheless', 'typo', 'email', 'address', 'send']",4
Year-End,"['request', 'name', 'verifi', 'ssn', 'verifi', 'dob', 'phone', 'number', 'email', 'address', 'request', 'request', 'research', 'sap', 'resolut', 'send', 'via', 'oper', 'rule', 'addit', 'info', 'address', 'hermon']",4
Year-End,"['request', 'name', 'verifi', 'ssn', 'verifi', 'dob', 'phone', 'number', 'email', 'address', 'request', 'request', 'research', 'sap', 'resolut', 'send', 'addit', 'info']",4
Year-End,"['dept', 'labor', 'workforc', 'servic', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",4
Year-End,"['request', 'could', 'pleas', 'provid', 'copi']",4
Year-End,"['request', 'request', 'could', 'pleas', 'send', 'email', 'address']",4
Year-End,"['request', 'copi', 'could', 'pleas', 'provid', 'copi', 'record']",4
Year-End,"['request', 'name', 'verifi', 'ssn', 'verifi', 'dob', 'phone', 'number', 'email', 'address', 'request', 'request', 'research', 'sap', 'resolut', 'send', 'addit', 'info']",4
Year-End,"['call', 'today', 'request', 'copi', 'mail', 'home', 'address', 'place', 'outbound', 'request']",4
Year-End,"['name', 'dob', 'phone', 'number', 'email', 'tax', 'return', 'research', 'found', 'task', 'resolut', 'contact', 'analyst', 'let', 'know', 'correct', 'email', 'addit', 'info', 'moment']",4
Year-End,"['request', 'email']",4
Year-End,"['auto', 'allow', 'mylif', 'pleas', 'follow', 'employe', 'next', 'paycheck', 'rmx', 'pueblo', 'east', 'thank', 'sphr', 'sphri', 'resourc', 'manag', 'lafargeholcim', 'east', 'colorado', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",4
Year-End,"['fwd', 'tax', 'hello', 'look', 'happen', 'thank', 'forward', 'messag', 'date', 'wed', 'feb', 'subject', 'fwd', 'busi', 'licens', 'grant', 'weirton', 'employe', 'paid', 'tax', 'go', 'back', 'help', 'one', 'pleas', 'thank', 'forward', 'messag', 'date', 'wed', 'feb', 'subject', 'return', 'need', 'submit', 'municip', 'fee', 'issu', 'busi', 'licens', 'move', 'forward', 'deduct', 'need', 'take', 'employe', 'paycheck', 'send', 'return', 'airport', 'road', 'http', 'www', 'googl', 'com', 'map', 'airport', 'road', 'entri', 'gmail', 'sourc', 'attn', 'payrol', 'ontario', 'pleas', 'advis', 'thank', 'account', 'analyst', 'cashier', 'supervisor', 'citi', 'weirton', 'municip', 'plaza', 'weirton', 'http', 'www', 'googl', 'com', 'map', 'municip', 'plaza', 'weirton', 'entri', 'gmail', 'sourc', 'phone', 'email', 'web', 'www', 'cityofweirton', 'com', 'confidenti', 'notic', 'electron', 'mail', 'mail', 'contain', 'confidenti', 'privileg', 'inform', 'intend', 'use', 'individu', 'entiti', 'sent', 'messag', 'intend', 'recipi', 'employe', 'agent', 'respons', 'intend', 'recipi', 'herebi', 'notifi', 'dissemin', 'distribut', 'copi', 'communic', 'strict', 'prohibit', 'receiv', 'communic', 'pleas', 'immedi', 'notifi', 'sender', 'repli', 'mail', 'telephon', 'sent', 'wednesday', 'februari', 'subject', 'lafargeholcim', 'cement', 'freedom', 'http', 'www', 'googl', 'com', 'map', 'freedom', 'weirton', 'entri', 'gmail', 'sourc', 'weirton', 'http', 'www', 'googl', 'com', 'map', 'freedom', 'weirton', 'entri', 'gmail', 'sourc', 'http', 'www', 'googl', 'com', 'map', 'freedom', 'weirton', 'entri', 'gmail', 'sourc', 'mobil', 'lafargeholcim', 'cement', 'freedom', 'http', 'www', 'googl', 'com', 'map', 'freedom', 'weirton', 'entri', 'gmail', 'sourc', 'weirton', 'http', 'www', 'googl', 'com', 'map', 'freedom', 'weirton', 'entri', 'gmail', 'sourc', 'mobil', 'resourc', 'busi', 'partner', 'address', 'rout', 'ravena', 'phone', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",4
Year-End,"['inquiri', 'name', 'verifi', 'ssn', 'yes', 'phone', 'number', 'email', 'address', 'request', 'request', 'explan', 'regard', 'social', 'secur', 'accord', 'calcul', 'amount', 'wrong', 'resolut', 'escal', 'addit', 'info']",4
Year-End,"['call', 'ask', 'copi', 'send', 'email']",4
Year-End,"['messag', 'hello', 'send', 'adp', 'keep', 'inform', 'paid', 'resolv', 'thank', 'report', 'year', 'end', 'team', 'hire', 'retir', 'lafargeholcim', 'america', 'busi', 'servic', 'ab', 'carrera', 'piso', 'medel', 'colombia', 'pleas', 'direct', 'inquiri', 'www', 'ab', 'com', 'http', 'www', 'ab', 'com', 'tue', 'write', 'get', 'assist', 'attach', 'appear', 'penalti', 'relat', 'busi', 'tax', 'return', 'receiv', 'need', 'get', 'paid', 'thank', 'forward', 'messag', 'date', 'subject', 'messag', 'credit', 'manag', 'teco', 'vega', 'direct', 'cell', 'fax', 'mail', 'www', 'lafargeholcim', 'http', 'www', 'lafargeholcim', 'visit', 'custom', 'portal', 'directaport', 'com', 'http', 'directaport', 'com', 'view', 'statement', 'retriev', 'invoic', 'ticket', 'copi', 'make', 'payment', 'onlin', 'member', 'holcim', 'group', 'mail', 'confidenti', 'intend', 'use', 'name', 'addresse', 'receiv', 'mail', 'pleas', 'delet', 'immedi', 'notifi', 'mail', 'telephon', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",4
Year-End,"['test', 'system']",4
Year-End,"['xxx', 'xxx', 'call', 'today', 'ask', 'copi', 'sent', 'email']",4
Year-End,"['form', 'afternoon', 'receiv', 'could', 'pleas', 'email', 'email', 'thank', 'offic', 'manag', 'materi', 'corp', 'member', 'lafargeholcim', 'inc', 'stuebner', 'cell', 'email', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",4
Year-End,"['call', 'today', 'ask', 'copi', 'email', 'address', 'appt']",4
Year-End,"['request', 'call', 'today', 'state', 'receiv', 'verifi', 'system', 'issu', 'also', 'address', 'correct', 'set', 'system', 'offer', 'send', 'email']",4
Year-End,"['workforc', 'commiss', 'deliqu', 'tax', 'notic', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",4
Year-End,"['request', 'request', 'could', 'pleas', 'send', 'email', 'address']",4
Year-End,"['feb', 'paystub', 'request', 'could', 'pleas', 'provid', 'copi', 'paystub', 'feb', 'tri', 'download', 'via', 'fiori', 'contact', 'info']",4
Year-End,"['name', 'form', 'request', 'name', 'ssn', 'confirm', 'dob', 'confirm', 'phone', 'number', 'email', 'copi', 'form', 'research', 'sap', 'team', 'member', 'resolut', 'get', 'back', 'one', 'possibl', 'addit', 'info', 'moment']",4
Year-End,"['name', 'work', 'year', 'move', 'sinc', 'call', 'earlier', 'week', 'request', 'updat', 'address', 'receiv', 'think', 'must', 'sent', 'previous', 'address', 'longer', 'live', 'would', 'like', 'request', 'copi', 'sent', 'email', 'possibl', 'pleas', 'need', 'info', 'question', 'thank', 'sent', 'yahoo', 'mail', 'iphon', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",4
Year-End,"['request', 'could', 'pleas', 'send', 'copi', 'direct', 'email', 'address']",4
Year-End,"['call', 'today', 'ask', 'copi', 'told', 'sent', 'task', 'verifi', 'access', 'work', 'email', 'provid', 'differ', 'one']",4
Year-End,"['yevett', 'discrep', 'explan', 'tri', 'find', 'discrep', 'transfer', 'could', 'explain', 'detail']",4
Year-End,"['receiv', 'via', 'mail', 'hello', 'could', 'pleas', 'email', 'thank']",4
Year-End,"['call', 'today', 'ask', 'copi', 'sent']",4
Year-End,"['follow', 'name', 'termin', 'verifi', 'ssn', 'verifi', 'dob', 'phone', 'number', 'email', 'address', 'request', 'call', 'tri', 'reach', 'order', 'speak', 'request', 'research', 'resolut', 'transfer', 'addit', 'info', 'relat', 'task', 'task']",4
Year-End,"['request', 'name', 'verifi', 'ssn', 'verifi', 'dob', 'phone', 'number', 'email', 'address', 'request', 'request', 'research', 'sap', 'resolut', 'send', 'via', 'oper', 'rule', 'addit', 'info', 'address', 'hermon']",4
Year-End,"['request', 'call', 'today', 'state', 'receiv', 'verifi', 'system', 'issu', 'also', 'address', 'correct', 'set', 'system', 'offer', 'send', 'email']",4
Year-End,"['request', 'ssn', 'xxx', 'email', 'phone', 'could', 'pleas', 'provid', 'copi']",4
Year-End,"['call', 'ask', 'email']",4
Year-End,"['call', 'today', 'ask', 'digit', 'copi', 'email']",4
Year-End,"['inquiri', 'name', 'verifi', 'dob', 'yes', 'phone', 'number', 'email', 'address', 'request', 'employe', 'show', 'marri', 'depend', 'tax', 'withhold', 'pleas', 'check', 'record', 'resolut', 'escal', 'year', 'end', 'addit', 'info']",4
Year-End,"['name', 'form', 'request', 'name', 'ssn', 'confirm', 'dob', 'confirm', 'phone', 'number', 'email', 'copi', 'form', 'research', 'sap', 'team', 'member', 'resolut', 'get', 'back', 'one', 'possibl', 'addit', 'info', 'moment']",4
Year-End,"['employe', 'request', 'access', 'printer', 'thank', 'aggreg', 'industri', 'mid', 'atlant', 'region', 'drive', 'phone', 'mobil', 'fax', 'number', 'email', 'www', 'aggreg', 'com', 'member', 'holcim', 'group', 'mail', 'confidenti', 'intend', 'use', 'name', 'addresse', 'receiv', 'mail', 'pleas', 'delet', 'immedi', 'notifi', 'mail', 'telephon', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",4
Year-End,"['requir', 'could', 'pleas', 'help', 'send', 'copi']",4
Year-End,"['requir', 'could', 'pleas', 'help', 'send', 'copi']",4
Year-End,"['name', 'confirm', 'dob', 'confirm', 'phone', 'number', 'email', 'former', 'receiv', 'want', 'follow', 'research', 'sap', 'confirm', 'inform', 'post', 'resolut', 'check', 'addit', 'info', 'moment']",4
Year-End,"['receiv', 'via', 'mail', 'hello', 'could', 'pleas', 'email', 'thank']",4
Year-End,"['request', 'copi', 'could', 'pleas', 'provid', 'copi', 'record']",4
Year-End,"['request', 'copi', 'could', 'pleas', 'provid', 'copi', 'record']",4
Year-End,"['request', 'chang', 'home', 'address', 'send', 'year', 'never', 'receiv', 'could', 'pleas', 'send', 'copi', 'also', 'send', 'mail', 'address', 'avenu', 'vega', 'email', 'address']",4
Year-End,"['request', 'want', 'get', 'wait', 'come', 'offic', 'creat', 'anoth', 'request', 'verifi', 'address', 'make', 'sure', 'get', 'possibl']",4
Year-End,"['request', 'could', 'pleas', 'provid', 'copi']",4
Year-End,"['work', 'live', 'employe', 'hop', 'help', 'least', 'give', 'name', 'contact', 'straighten', 'reloc', 'past', 'year', 'compani', 'posit', 'two', 'differ', 'tax', 'return', 'problem', 'split', 'wage', 'earn', 'feder', 'level', 'think', 'earn', 'entir', 'year', 'pay', 'tax', 'month', 'leaf', 'owe', 'alot', 'unabl', 'separ', 'put', 'feder', 'inform', 'seem', 'issu', 'one', 'feder', 'inform', 'period', 'move', 'portion', 'year', 'feder', 'tax', 'inform', 'thank', 'assist', 'lhus', 'electr', 'safeti', 'engin', 'holcim', 'member', 'lafargeholcim', 'highway', 'bloomsdal', 'phone', 'email', 'www', 'lafargeholcim', 'com', 'http', 'www', 'holcim', 'com', 'email', 'confidenti', 'intend', 'use', 'name', 'addresse', 'receiv', 'email', 'pleas', 'delet', 'immedi', 'notifi', 'email', 'phone', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",4
Year-End,"['swr', 'depend', 'chang', 'assist', 'greet', 'assist', 'employe', 'chang', 'depend', 'need', 'chang', 'depend', 'fill', 'withdraw', 'amount', 'someon', 'pleas', 'advis', 'proceed', 'recent', 'chang', 'take', 'affect', 'check', 'thank', 'kind', 'administr', 'assist', 'aggreg', 'industri', 'swr', 'inc', 'phone', 'mobil', 'www', 'lafargeholcim', 'http', 'www', 'lafargeholcim', 'aggreg', 'industri', 'compani', 'member', 'lafargeholcim', 'email', 'confidenti', 'intend', 'use', 'name', 'addresse', 'receiv', 'email', 'pleas', 'delet', 'immedi', 'notifi', 'email', 'telephon', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",4
Year-End,['request'],4
Year-End,"['request', 'could', 'pleas', 'send', 'copi', 'direct', 'email', 'address']",4
Year-End,"['request', 'could', 'pleas', 'help', 'get', 'via', 'email']",4
Year-End,"['pend', 'email']",4
Year-End,"['discrep', 'name', 'ssn', 'confirm', 'dob', 'confirm', 'phone', 'number', 'email', 'mention', 'two', 'line', 'incorrect', 'line', 'tax', 'hidheld', 'ask', 'name', 'name', 'line', 'realli', 'tell', 'like', 'talk', 'research', 'sap', 'resolut', 'escal', 'payrol', 'review', 'addit', 'info', 'pleas', 'get', 'back', 'via', 'email', 'thank', 'much']",4
Time,"['swipe', 'card', 'afternoon', 'would', 'abl', 'assign', 'follow', 'swipe', 'card', 'number', 'sap', 'summer', 'kid', 'start', 'thank', 'administr', 'assist', 'lafarg', 'great', 'lake', 'market', 'area', 'east', 'presqu', 'offic', 'cell', 'fax', 'mail', 'pleas', 'consid', 'environ', 'print', 'mail', 'unless', 'necessari', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",5
