categorias,tokens,etiquetas
Leaves,"['presqu', 'layoff', 'rtw', 'list', 'week', 'afternoon', 'attach', 'pleas', 'find', 'layoff', 'return', 'work', 'list', 'week', 'pleas', 'make', 'necessari', 'chang', 'sap', 'thank', 'administr', 'assist', 'lafarg', 'great', 'lake', 'market', 'area', 'east', 'presqu', 'offic', 'cell', 'fax', 'mail', 'pleas', 'consid', 'environ', 'print', 'mail', 'unless', 'necessari', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",3
Leaves,"['presqu', 'return', 'work', 'list', 'week', 'morn', 'attach', 'pleas', 'find', 'list', 'employe', 'return', 'work', 'week', 'return', 'today', 'employe', 'return', 'pleas', 'make', 'status', 'chang', 'sap', 'thank', 'administr', 'assist', 'lafarg', 'great', 'lake', 'market', 'area', 'east', 'presqu', 'offic', 'cell', 'fax', 'mail', 'pleas', 'consid', 'environ', 'print', 'mail', 'unless', 'necessari', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",3
Leaves,"['presqu', 'rtw', 'list', 'week', 'morn', 'attach', 'pleas', 'find', 'list', 'employe', 'return', 'work', 'would', 'abl', 'make', 'chang', 'sap', 'thank', 'continu', 'assist', 'administr', 'assist', 'lafarg', 'great', 'lake', 'market', 'area', 'east', 'presqu', 'offic', 'cell', 'fax', 'mail', 'pleas', 'consid', 'environ', 'print', 'mail', 'unless', 'necessari', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",3
Leaves,"['move', 'std', 'morn', 'pleas', 'move', 'std', 'eff', 'ldw', 'get', 'tri', 'thank', 'benefit', 'coordin', 'lafargeholcim', 'arbor', 'road', 'dunde', 'cell', 'email', 'websit', 'http', 'www', 'lafargeholcim', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",3
Leaves,"['hello', 'receiv', 'std', 'approv', 'claim', 'extend', 'pleas', 'layoff', 'status', 'sorri', 'back', 'wed', 'write', 'morn', 'place', 'layoff', 'status', 'begin', 'would', 'abl', 'make', 'entri', 'sap', 'thank', 'much', 'administr', 'assist', 'lafarg', 'great', 'lake', 'market', 'area', 'east', 'presqu', 'offic', 'cell', 'fax', 'mail', 'pleas', 'consid', 'environ', 'print', 'mail', 'unless', 'necessari', 'administr', 'assist', 'lafarg', 'great', 'lake', 'market', 'area', 'east', 'presqu', 'offic', 'cell', 'fax', 'mail', 'pleas', 'consid', 'environ', 'print', 'mail', 'unless', 'necessari', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",3
Leaves,"['updat', 'also', 'return', 'eff', 'thank', 'benefit', 'coordin', 'lafargeholcim', 'arbor', 'road', 'dunde', 'cell', 'email', 'websit', 'http', 'www', 'lafargeholcim', 'wed', 'write', 'morn', 'updat', 'sap', 'pleas', 'move', 'appv', 'patern', 'leav', 'eff', 'ldw', 'thank', 'benefit', 'coordin', 'lafargeholcim', 'arbor', 'road', 'dunde', 'cell', 'email', 'websit', 'http', 'www', 'lafargeholcim', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",3
Leaves,"['recal', 'wrentham', 'taunton', 'hello', 'pleas', 'attach', 'list', 'regard', 'recal', 'employe']",3
Leaves,"['return', 'work', 'employe', 'morn', 'two', 'employe', 'return', 'work', 'today', 'pleas', 'make', 'sure', 'set', 'enter', 'payrol', 'week', 'sure', 'differ', 'form', 'need', 'fill', 'thank', 'manag', 'wrentham', 'asphalt', 'hma', 'aggreg', 'industri', 'asphalt', 'divis', 'wrentham', 'phone', 'volp', 'cell', 'fax', 'www', 'aggreg', 'com', 'member', 'lafargeholcim', 'group', 'email', 'confidenti', 'intend', 'use', 'name', 'addresse', 'receiv', 'email', 'pleas', 'delet', 'immedi', 'notifi', 'email', 'telephon', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",3
Leaves,"['rtw', 'pleas', 'recal', 'effect']",3
Leaves,"['std', 'payment', 'email', 'find', 'well', 'call', 'today', 'std', 'receiv', 'payment', 'payment', 'look', 'correct', 'receiv', 'payment', 'receiv', 'payment', 'plus', 'full', 'week', 'paid', 'week', 'pleas', 'advis', 'could', 'pleas', 'provid', 'payment', 'breakdown', 'thank', 'much']",3
Leaves,"['pleas', 'provid', 'audit', 'employe', 'sick', 'time', 'use', 'current', 'aggreg', 'industri', 'mid', 'atlant', 'region', 'drive', 'phone', 'mobil', 'fax', 'number', 'email', 'www', 'aggreg', 'com', 'member', 'holcim', 'group', 'mail', 'confidenti', 'intend', 'use', 'name', 'addresse', 'receiv', 'mail', 'pleas', 'delet', 'immedi', 'notifi', 'mail', 'telephon', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",3
Leaves,"['std', 'payment', 'receiv', 'sinc', 'urgent', 'await', 'respons', 'call', 'hard', 'time', 'base', 'inform', 'told', 'recent', 'notifi', 'cigna', 'approv', 'could', 'pleas', 'check', 'extend', 'per', 'request', 'girl', 'alway', 'text', 'mayb', 'alreadi', 'fax', 'email', 'attent', 'also', 'ask', 'respons', 'happi', 'year', 'mani', 'thank']",3
Leaves,"['morn', 'pleas', 'move', 'std', 'eff', 'ldw', 'get', 'tri', 'thank', 'benefit', 'coordin', 'lafargeholcim', 'arbor', 'road', 'dunde', 'cell', 'email', 'websit', 'http', 'www', 'lafargeholcim', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",3
Leaves,"['updat', 'std', 'sap', 'morn', 'pleas', 'updat', 'std', 'eff', 'ldw', 'do', 'pleas', 'updat', 'std', 'eff', 'ldw', 'do', 'pleas', 'updat', 'std', 'eff', 'ldw', 'get', 'tri', 'updat', 'thank', 'benefit', 'coordin', 'lafargeholcim', 'arbor', 'road', 'dunde', 'cell', 'email', 'websit', 'http', 'www', 'lafargeholcim', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",3
Leaves,"['std', 'payment', 'beyond', 'avail', 'salari', 'call', 'expect', 'today', 'payment', 'std', 'payment', 'noth', 'appear', 'system', 'associ', 'simul', 'saw', 'payment', 'system', 'think', 'today', 'get', 'anyth', 'believ', 'inform', 'updat', 'payrol', 'area', 'could', 'pleas', 'check', 'end', 'everyth', 'okay', 'ask', 'ask', 'request', 'cycl', 'mani', 'thank']",3
Leaves,"['std', 'payment', 'beyond', 'avail', 'salari', 'call', 'expect', 'today', 'payment', 'std', 'payment', 'noth', 'appear', 'system', 'associ', 'simul', 'saw', 'payment', 'system', 'think', 'today', 'get', 'anyth', 'believ', 'inform', 'updat', 'payrol', 'area', 'could', 'pleas', 'check', 'end', 'everyth', 'okay', 'ask', 'ask', 'request', 'cycl', 'mani', 'thank']",3
Leaves,"['std', 'payment', 'chequ', 'hello', 'team', 'call', 'today', 'regard', 'std', 'payment', 'state', 'std', 'sinc', 'feb', 'inform', 'could', 'verifi', 'system', 'nevertheless', 'never', 'receiv', 'std', 'chequ', 'valid', 'phone', 'upcom', 'payment', 'cycl', 'chequ', 'relat', 'std', 'receiv', 'pleas', 'make', 'review', 'contact', 'thank']",3
Leaves,"['std', 'process', 'question', 'want', 'know', 'process', 'std', 'told', 'need', 'doctor', 'first', 'visit', 'doctor', 'would', 'need', 'report', 'situat', 'locat', 'let', 'know', 'provid', 'offic', 'number']",3
Leaves,"['std', 'payment', 'want', 'know', 'disabl', 'go', 'paid', 'happen', 'contribut', 'medic', 'insur', 'could', 'pleas', 'provid', 'employe', 'answer']",3
Leaves,"['fwd', 'term', 'disabl', 'sent', 'inform', 'depart', 'told', 'send', 'someon', 'pleas', 'help', 'need', 'explan', 'handl', 'term', 'disabl', 'nov', 'paid', 'per', 'paystub', 'follow', 'nov', 'nov', 'nov', 'nov', 'told', 'paid', 'normal', 'rate', 'normal', 'hour', 'work', 'paid', 'estim', 'paid', 'explain', 'thank', 'distribut', 'custom', 'lafargeholcim', 'inc', 'blvd', 'phone', 'fax', 'forward', 'messag', 'date', 'tue', 'subject', 'term', 'disabl', 'hello', 'also', 'need', 'explan', 'handl', 'term', 'disabl', 'nov', 'paid', 'per', 'paystub', 'follow', 'nov', 'nov', 'nov', 'nov', 'told', 'paid', 'normal', 'rate', 'normal', 'hour', 'work', 'paid', 'estim', 'paid', 'explain', 'thank', 'distribut', 'custom', 'lafargeholcim', 'inc', 'blvd', 'phone', 'fax', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",3
Leaves,"['std', 'enter', 'paid', 'afternoon', 'enter', 'sap', 'howev', 'seem', 'paid', 'pleas', 'take', 'look', 'imag', 'imag', 'png', 'benefit', 'coordin', 'lafargeholcim', 'arbor', 'road', 'dunde', 'cell', 'email', 'websit', 'http', 'www', 'lafargeholcim', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",3
Leaves,"['thaddeus', 'boc', 'std', 'payment', 'contact', 'sinc', 'want', 'know', 'moment', 'ago', 'provid', 'inform', 'task', 'action', 'requir']",3
Leaves,"['thaddeus', 'std', 'payment', 'thaddeus', 'caleld', 'today', 'ask', 'go', 'receiv', 'next', 'payment', 'verifi', 'puoc', 'std', 'tracker', 'could', 'find', 'upcom', 'payment', 'reach', 'ask', 'info', 'contact', 'email', 'phone']",3
Leaves,"['rtw', 'effect', 'hello', 'pleas', 'recal', 'rtw', 'effect', 'thank']",3
Leaves,"['hello', 'pleas', 'switch', 'activ', 'status', 'pleas', 'make', 'activ', 'return', 'layoff', 'thank', 'resourc', 'busi', 'partner', 'aggreg', 'industri', 'lafargeholcim', 'road', 'suit', 'eagan', 'direct', 'fax', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",3
Leaves,"['presqu', 'rtw', 'layoff', 'list', 'morn', 'return', 'work', 'today', 'place', 'layoff', 'pleas', 'make', 'appropri', 'adjust', 'thank', 'much', 'imag', 'imag', 'png', 'imag', 'imag', 'png', 'administr', 'assist', 'lafarg', 'great', 'lake', 'market', 'area', 'east', 'presqu', 'offic', 'cell', 'fax', 'mail', 'pleas', 'consid', 'environ', 'print', 'mail', 'unless', 'necessari', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",3
Leaves,"['presqu', 'rtw', 'layoff', 'list', 'week', 'morn', 'attach', 'pleas', 'find', 'rtw', 'layoff', 'list', 'week', 'thank', 'administr', 'assist', 'lafarg', 'great', 'lake', 'market', 'area', 'east', 'presqu', 'offic', 'cell', 'fax', 'mail', 'pleas', 'consid', 'environ', 'print', 'mail', 'unless', 'necessari', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",3
Leaves,"['return', 'work', 'pleas', 'attach', 'list', 'thank']",3
Leaves,"['return', 'work', 'hello', 'attach', 'sheet', 'rtw', 'thank']",3
Leaves,"['return', 'work', 'ashland', 'shrewsburi', 'morn', 'attach', 'return', 'work']",3
Leaves,"['return', 'work', 'wrentham', 'asphalt', 'attach', 'spreadsheet']",3
Leaves,"['return', 'work', 'ashland', 'shrewsburi', 'hello', 'happi', 'pleas', 'attach', 'thank']",3
Leaves,"['return', 'work', 'chelmsford', 'hello', 'pleas', 'attach', 'thank']",3
Leaves,"['layoff', 'hello', 'attach', 'lay', 'recal', 'back', 'later', 'season', 'attach', 'form', 'thank']",3
Leaves,"['patern', 'leav', 'rtw', 'patern', 'leav', 'rtw']",3
Leaves,"['saugus', 'return', 'work', 'hello', 'pleas', 'attach', 'thank']",3
Leaves,"['urgent', 'issu', 'leav', 'status', 'employe', 'would', 'abl', 'make', 'appropri', 'entri', 'sap', 'reflect', 'status', 'first', 'place', 'layoff', 'begin', 'return', 'work', 'place', 'layoff', 'begin', 'remain', 'layoff', 'thank', 'administr', 'assist', 'lafarg', 'great', 'lake', 'market', 'area', 'east', 'presqu', 'offic', 'cell', 'fax', 'mail', 'pleas', 'consid', 'environ', 'print', 'mail', 'unless', 'necessari', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",3
Leaves,"['ltd', 'await', 'task', 'today', 'receiv', 'wife', 'make', 'refer', 'task', 'told', 'must', 'receiv', 'clarifi', 'issu', 'make', 'research', 'regard', 'task', 'found', 'issu', 'disabl', 'year', 'sever', 'affect', 'notifi', 'februari', 'get', 'insur', 'cancel', 'review', 'employe', 'medic', 'record', 'state', 'abl', 'work', 'promis', 'ltd', 'everi', 'year', 'past', 'year', 'get', 'letter', 'year', 'state', 'continu', 'work', 'get', 'attorney', 'would', 'fight', 'also', 'call', 'cigna', 'cigna', 'told', 'actual', 'sent', 'notif', 'cancel', 'could', 'guy', 'pleas', 'check', 'note', 'mention', 'ticket', 'ask', 'phone', 'number']",3
Leaves,"['std', 'call', 'today', 'state', 'receiv', 'email', 'cigna', 'wednesday', 'say', 'std', 'approv', 'go', 'receiv', 'cycl', 'chequ', 'want', 'know', 'payment', 'go', 'take', 'told', 'escal', 'disabl', 'team', 'reach', 'back', 'email']",3
Leaves,"['std', 'call', 'today', 'state', 'receiv', 'email', 'cigna', 'wednesday', 'say', 'std', 'approv', 'go', 'receiv', 'cycl', 'chequ', 'want', 'know', 'payment', 'go', 'take', 'told', 'escal', 'disabl', 'team', 'reach', 'back', 'email']",3
Leaves,"['rtw', 'rtw']",3
Leaves,"['return', 'work', 'hello', 'pleas', 'recal', 'effect', 'thank']",3
Leaves,"['morn', 'appv', 'std', 'eff', 'pleas', 'updat', 'sap', 'access', 'back', 'far', 'year', 'thank', 'benefit', 'coordin', 'lafargeholcim', 'arbor', 'road', 'dunde', 'cell', 'email', 'websit', 'http', 'www', 'lafargeholcim', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",3
Leaves,"['xxx', 'std', 'payment', 'team', 'xxx', 'call', 'today', 'state', 'problem', 'std', 'payment', 'say', 'amoutn', 'reflect', 'day', 'whole', 'week', 'pleas', 'valid', 'email', 'phone']",3
Leaves,"['militari', 'leav', 'correct', 'leav', 'date', 'hello', 'come', 'attent', 'compani', 'militari', 'leav']",3
Leaves,"['militari', 'leav', 'effect', 'morn', 'attach', 'order', 'fro', 'militari', 'leav', 'absenc', 'year', 'return']",3
Leaves,"['mylif', 'pleas', 'delet', 'recent', 'layoff', 'file', 'std', 'claim', 'effect', 'manag', 'lafargeholcim', 'cell', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",3
Leaves,"['return', 'work', 'return', 'work', 'thank', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",3
Leaves,"['incorrect', 'std', 'payment', 'say', 'receiv', 'full', 'hour', 'check', 'std', 'howev', 'amount', 'match', 'pleas', 'advis', 'email']",3
Leaves,"['return', 'work', 'return', 'work', 'first', 'thank', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",3
Leaves,"['std', 'call', 'today', 'ask', 'start', 'std', 'process', 'explain', 'must', 'reach', 'order', 'start', 'request', 'provid', 'name', 'contact']",3
Leaves,"['return', 'work', 'hello', 'pleas', 'recal', 'effect', 'thank']",3
Leaves,"['rtw', 'hello', 'effect', 'return', 'work', 'thank', 'wonder']",3
Leaves,"['layoff', 'start', 'morn', 'attach', 'pleas', 'find', 'list', 'employe', 'place', 'layoff', 'begin', 'today', 'thank', 'administr', 'assist', 'lafarg', 'great', 'lake', 'market', 'area', 'east', 'presqu', 'offic', 'cell', 'fax', 'mail', 'pleas', 'consid', 'environ', 'print', 'mail', 'unless', 'necessari', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",3
Leaves,"['xxx', 'std', 'xxx', 'call', 'today', 'state', 'go', 'surgeri', 'shoulder', 'need', 'appli', 'std', 'explain', 'request', 'must', 'submit', 'verifi', 'provid', 'name', 'contact']",3
Leaves,"['fmla', 'ssn', 'xxx', 'call', 'today', 'ask', 'fmla', 'mani', 'day', 'take', 'tri', 'system', 'one', 'name', 'tri', 'find', 'inform', 'contact', 'back', 'email', 'phone']",3
Leaves,"['return', 'work', 'hello', 'return', 'work', 'effect']",3
Leaves,"['militari', 'leav', 'morn', 'alreadi', 'notifi', 'manag', 'leav', 'militari', 'leav', 'start', 'want', 'confirm', 'coverag', 'benefit', 'stop', 'tricar', 'activ', 'militari', 'pleas', 'let', 'know', 'anyth', 'need', 'happen', 'saugus', 'hma', 'supervisor', 'broadway', 'saugus', 'aggreg', 'industri', 'email', 'compani', 'www', 'aggreg', 'com', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",3
Leaves,"['mill', 'return', 'work', 'hello', 'pleas', 'attach', 'thank']",3
Leaves,"['contact', 'info', 'call', 'today', 'ask', 'email', 'give']",3
Leaves,"['rtw', 'hello', 'return', 'work', 'februari', 'pleas', 'activ', 'thank']",3
Leaves,"['pleas', 'recal', 'afternoon', 'pleas', 'recal', 'layoff', 'effect', 'pleas', 'advis', 'complet', 'thank', 'resourc', 'busi', 'partner', 'lafargeholcim', 'bryn', 'mawr', 'avenu', 'suit', 'chicago', 'illinoi', 'offic', 'mobil', 'www', 'lafargeholcim', 'http', 'www', 'lafargeholcim', 'com', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",3
Leaves,"['presqu', 'return', 'work', 'layoff', 'list', 'afternoon', 'pleas', 'employe', 'return', 'work', 'week', 'place', 'layoff', 'thank', 'imag', 'imag', 'png', 'imag', 'imag', 'png', 'administr', 'assist', 'lafarg', 'great', 'lake', 'market', 'area', 'east', 'presqu', 'offic', 'cell', 'fax', 'mail', 'pleas', 'consid', 'environ', 'print', 'mail', 'unless', 'necessari', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",3
Leaves,"['presqu', 'rtw', 'layoff', 'list', 'week', 'morn', 'employe', 'return', 'work', 'layoff', 'employe', 'place', 'layoff', 'week', 'follow', 'thank', 'imag', 'imag', 'png', 'imag', 'imag', 'png', 'administr', 'assist', 'lafarg', 'great', 'lake', 'market', 'area', 'east', 'presqu', 'offic', 'cell', 'fax', 'mail', 'pleas', 'consid', 'environ', 'print', 'mail', 'unless', 'necessari', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",3
Leaves,"['presqu', 'return', 'work', 'list', 'morn', 'attach', 'pleas', 'find', 'list', 'employe', 'return', 'work', 'thank', 'administr', 'assist', 'lafarg', 'great', 'lake', 'market', 'area', 'east', 'presqu', 'offic', 'cell', 'fax', 'mail', 'pleas', 'consid', 'environ', 'print', 'mail', 'unless', 'necessari', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",3
Leaves,"['presqu', 'return', 'work', 'list', 'week', 'hello', 'attach', 'pleas', 'find', 'list', 'employe', 'return', 'work', 'pleas', 'process', 'thank', 'much', 'note', 'move', 'layoff', 'std', 'administr', 'assist', 'lafarg', 'great', 'lake', 'market', 'area', 'east', 'presqu', 'offic', 'cell', 'fax', 'mail', 'pleas', 'consid', 'environ', 'print', 'mail', 'unless', 'necessari', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",3
Leaves,"['presqu', 'return', 'work', 'list', 'week', 'hello', 'attach', 'pleas', 'find', 'list', 'employe', 'return', 'work', 'pleas', 'process', 'thank', 'much', 'note', 'move', 'layoff', 'std', 'administr', 'assist', 'lafarg', 'great', 'lake', 'market', 'area', 'east', 'presqu', 'offic', 'cell', 'fax', 'mail', 'pleas', 'consid', 'environ', 'print', 'mail', 'unless', 'necessari', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",3
Leaves,"['return', 'work', 'thank', 'updat', 'resourc', 'manag', 'mid', 'atlant', 'region', 'lafargeholcim', 'secur', 'road', 'hagerstown', 'offic', 'cell', 'confidenti', 'fax', 'email', 'http', 'www', 'lafargeholcim', 'com', 'mail', 'confidenti', 'intend', 'use', 'name', 'addresse', 'receiv', 'mail', 'pleas', 'delet', 'immedi', 'notifi', 'mail', 'telephon', 'write', 'return', 'work', 'first', 'thank', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",3
Leaves,"['return', 'work', 'set', 'sap', 'thank', 'resourc', 'manag', 'mid', 'atlant', 'region', 'lafargeholcim', 'secur', 'road', 'hagerstown', 'offic', 'cell', 'confidenti', 'fax', 'email', 'http', 'www', 'lafargeholcim', 'com', 'mail', 'confidenti', 'intend', 'use', 'name', 'addresse', 'receiv', 'mail', 'pleas', 'delet', 'immedi', 'notifi', 'mail', 'telephon', 'write', 'thank', 'updat', 'resourc', 'manag', 'mid', 'atlant', 'region', 'lafargeholcim', 'secur', 'road', 'hagerstown', 'offic', 'cell', 'confidenti', 'fax', 'email', 'http', 'www', 'lafargeholcim', 'com', 'mail', 'confidenti', 'intend', 'use', 'name', 'addresse', 'receiv', 'mail', 'pleas', 'delet', 'immedi', 'notifi', 'mail', 'telephon', 'write', 'return', 'work', 'first', 'thank', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",3
Leaves,"['reject', 'std', 'sure', 'talk', 'exact', 'cigna', 'std', 'appv', 'thru', 'rtw', 'claim', 'look', 'complet', 'end', 'also', 'paid', 'thru', 'end', 'gap', 'unless', 'go', 'back', 'shd', 'also', 'cigna', 'open', 'claim', 'point', 'cigna', 'reach', 'help', 'benefit', 'coordin', 'lafargeholcim', 'arbor', 'road', 'dunde', 'cell', 'email', 'websit', 'http', 'www', 'lafargeholcim', 'write', 'call', 'mention', 'std', 'claim', 'partial', 'reject', 'pleas', 'advis', 'email', 'mylif', 'analyst', 'hire', 'retir', 'lafargeholcim', 'busi', 'center', 'ab', 'phone', 'number', 'option', 'www', 'http', 'www', 'lafargeholcim', 'com', 'ab', 'com', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",3
Leaves,"['name', 'ssn', 'confirm', 'dob', 'confirm', 'phone', 'number', 'email', 'would', 'like', 'inform', 'std', 'research', 'check', 'contact', 'list', 'confirm', 'would', 'need', 'contact', 'resolut', 'provid', 'cigna', 'phone', 'number', 'group', 'number', 'addit', 'info']",3
Leaves,"['return', 'work', 'hello', 'pleas', 'recal', 'sal', 'effect', 'thank']",3
Leaves,"['saugus', 'rtw', 'attach']",3
Leaves,"['hello', 'pleas', 'recal', 'effect', 'thank']",3
Leaves,"['patern', 'leav', 'want', 'know', 'need', 'order', 'request', 'patern', 'leav', 'sinc', 'go', 'told', 'would', 'need', 'discus', 'locat', 'sinc', 'leaf', 'need', 'agreement', 'locat', 'afterward', 'would', 'send', 'request', 'process']",3
Leaves,"['status', 'ee', 'sap', 'would', 'abl', 'make', 'sure', 'follow', 'employe', 'activ', 'return', 'work', 'sap', 'thank', 'administr', 'assist', 'lafarg', 'great', 'lake', 'market', 'area', 'east', 'presqu', 'offic', 'cell', 'fax', 'mail', 'pleas', 'consid', 'environ', 'print', 'mail', 'unless', 'necessari', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",3
Leaves,"['std', 'check', 'phone', 'payment', 'std', 'week', 'howev', 'talk', 'std', 'depart', 'confirm', 'check', 'around', 'usd', 'two', 'day', 'ago', 'pleas', 'advis']",3
Leaves,"['termin', 'term', 'disabl', 'health', 'insur', 'coverag', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",3
Leaves,"['voe', 'thank', 'tricor', 'employ', 'screen', 'ext', 'ensur', 'futur', 'know', 'past', 'confidenti', 'notic', 'email', 'accompani', 'document', 'confidenti', 'privileg', 'intend', 'sole', 'use', 'individu', 'entiti', 'address', 'intend', 'recipi', 'herebi', 'notifi', 'disclos', 'copi', 'distribut', 'take', 'action', 'relianc', 'content', 'inform', 'strict', 'prohibit', 'receiv', 'email', 'pleas', 'notifi', 'sender', 'immedi', 'repli', 'messag', 'pleas', 'delet', 'mail', 'system', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",3
Leaves,"['return', 'work', 'hello', 'return', 'work', 'thank']",3
Leaves,"['return', 'work', 'attach', 'thank']",3
Leaves,"['appar', 'put', 'layoff', 'suppos', 'caus', 'deduct', 'shut', 'stop', 'bill', 'need', 'medic', 'deduct', 'turn', 'back', 'pleas', 'go', 'forward', 'look', 'spread', 'retro', 'thank', 'benefit', 'analyst', 'lafargeholcim', 'cell', 'fax', 'email', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",3
Leaves,"['activ', 'morn', 'could', 'pleas', 'activ', 'today', 'thank', 'dispatch', 'manag', 'readi', 'central', 'region', 'aggreg', 'industri', 'holiday', 'drive', 'moorhead', 'phone', 'mobil', 'direct', 'fax', 'email', 'websit', 'www', 'lafargeholcim', 'www', 'materialsthatperform', 'com', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",3
Leaves,"['updat', 'ltd', 'sap', 'morn', 'pleas', 'updat', 'ltd', 'sap', 'eff', 'also', 'updat', 'group', 'ltd', 'thank', 'kind', 'benefit', 'coordin', 'lafargeholcim', 'arbor', 'road', 'dunde', 'cell', 'email', 'websit', 'http', 'www', 'lafargeholcim', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",3
Leaves,"['return', 'work', 'hello', 'effect', 'back', 'work']",3
Leaves,"['rtw', 'pleas', 'recal', 'thank']",3
Leaves,"['appli', 'matern', 'leav', 'requir', 'inform', 'get', 'matern', 'parent', 'leav', 'inform', 'provid', 'action', 'requir']",3
Leaves,"['return', 'work', 'hello', 'pleas', 'recal', 'effect', 'thank']",3
Leaves,"['fmla', 'std', 'claim', 'toger', 'mylif', 'salari', 'staff', 'employe', 'cement', 'devil', 'slide', 'site', 'undergo', 'surgeri', 'requir', 'work', 'surgeri', 'arrang', 'cigna', 'insur', 'purpos', 'pleas', 'let', 'know', 'step', 'requir', 'initi', 'gain', 'approv', 'std', 'claim', 'absenc', 'surgeri', 'mdt', 'pleas', 'contact', 'addit', 'inform', 'need', 'thank', 'manag', 'lafargeholcim', 'address', 'east', 'croydon', 'road', 'offic', 'mobil', 'email', 'web', 'www', 'lafargeholcim', 'com', 'http', 'www', 'lafarg', 'com', 'member', 'lafargeholcim', 'mail', 'confidenti', 'intend', 'use', 'name', 'addresse', 'receiv', 'mail', 'pleas', 'delet', 'immedi', 'notifi', 'mail', 'telephon', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",3
Leaves,"['rescind', 'layoff', 'action', 'system', 'hello', 'team', 'call', 'today', 'request', 'rescind', 'layoff', 'employe', 'never', 'layoff', 'appar', 'confus', 'anoth', 'employe', 'name', 'want', 'enter', 'layoff', 'rescind', 'one']",3
Leaves,"['hardwin', 'layoff', 'check', 'request', 'need', 'get', 'check', 'issu', 'hardwind', 'come', 'one', 'hour', 'pleas', 'issu', 'check', 'today', 'thank', 'project', 'manag', 'administr', 'aggreg', 'industri', 'southwest', 'region', 'teco', 'suit', 'vega', 'offic', 'ext', 'direct', 'fax', 'number', 'email', 'www', 'http', 'www', 'aggreg', 'com', 'lafargeholcim', 'http', 'lafargeholcim', 'aggreg', 'industri', 'compani', 'member', 'holcim', 'group', 'mail', 'confidenti', 'intend', 'use', 'name', 'addresse', 'receiv', 'mail', 'pleas', 'delet', 'immedi', 'notifi', 'mail', 'telephon', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",3
Leaves,"['come', 'back', 'work']",3
Leaves,"['employe', 'paid', 'paid', 'want', 'know', 'term', 'disabl', 'thank', 'administr', 'holcim', 'inc', 'midlothian', 'phone', 'mobil', 'www', 'holcim', 'com', 'unsubscrib', 'group', 'stop', 'receiv', 'email', 'send', 'email']",3
Leaves,"['pleas', 'activ', 'effect']",3
